taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey
7341589	Cardellina rubra (Swainson, 1827)	7341589	Cardellina rubra (Swainson, 1827)	6033	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Cardellina	2489633	Cardellina rubra	7341589
7433876	Illadopsis turdina	7433876	Illadopsis turdina	29	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Pellorneidae	6100896	Illadopsis	2492902	Illadopsis turdina	7433876
7822811	Setopagis parvula (Gould, 1837)	2496920	Caprimulgus parvulus Gould, 1837	2913	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Caprimulgiformes	8510645	Caprimulgidae	5225	Caprimulgus	2496826	Caprimulgus parvulus	2496920
8111233	Edolisoma mindanense	8111233	Edolisoma mindanense	202	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Campephagidae	9284	Edolisoma	4846833	Edolisoma mindanense	8111233
8161703	Cnemathraupis eximia	8161703	Cnemathraupis eximia	1582	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Cnemathraupis	4848697	Cnemathraupis eximia	8161703
2474863	Chlamydotis macqueenii (J.E.Gray, 1832)	2474863	Chlamydotis macqueenii (J.E.Gray, 1832)	1263	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Otidiformes	8708973	Otididae	9610	Chlamydotis	2474862	Chlamydotis macqueenii	2474863
2476500	Amazilia beryllina (Deppe, 1830)	2476500	Amazilia beryllina (Deppe, 1830)	25744	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Amazilia	2476407	Amazilia beryllina	2476500
2480012	Rhynchopsitta terrisi R.T.Moore, 1947	2480012	Rhynchopsitta terrisi R.T.Moore, 1947	553	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Rhynchopsitta	2480011	Rhynchopsitta terrisi	2480012
2480185	Fregata andrewsi Mathews, 1914	2480185	Fregata andrewsi Mathews, 1914	478	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Suliformes	7192775	Fregatidae	5241	Fregata	2480184	Fregata andrewsi	2480185
2482005	Oceanodroma homochroa (Coues, 1864)	2482005	Oceanodroma homochroa (Coues, 1864)	13718	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Procellariiformes	7192755	Hydrobatidae	5249	Oceanodroma	2481998	Oceanodroma homochroa	2482005
2485256	Thripadectes ignobilis (P.L.Sclater & Salvin, 1879)	2485256	Thripadectes ignobilis (P.L.Sclater & Salvin, 1879)	1448	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Thripadectes	2485254	Thripadectes ignobilis	2485256
2485302	Cranioleuca gutturata (Orbigny & Lafresnaye, 1838)	2485302	Cranioleuca gutturata (Orbigny & Lafresnaye, 1838)	910	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Cranioleuca	2485286	Cranioleuca gutturata	2485302
2485932	Campylorhamphus procurvoides (Lafresnaye, 1850)	2485932	Campylorhamphus procurvoides (Lafresnaye, 1850)	820	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Campylorhamphus	2485916	Campylorhamphus procurvoides	2485932
2489010	Acridotheres cristatellus (Linnaeus, 1758)	2489010	Acridotheres cristatellus (Linnaeus, 1758)	33003	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Sturnidae	9350	Acridotheres	2489003	Acridotheres cristatellus	2489010
2489687	Zeledonia coronata Ridgway, 1889	2489687	Zeledonia coronata Ridgway, 1889	1997	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Zeledonia	2489686	Zeledonia coronata	2489687
2490214	Rhegmatorhina berlepschi (E.Snethlage, 1907)	2490214	Rhegmatorhina berlepschi (E.Snethlage, 1907)	47	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thamnophilidae	5286	Rhegmatorhina	2490209	Rhegmatorhina berlepschi	2490214
2490584	Mirafra gilletti Sharpe, 1895	2490584	Mirafra gilletti Sharpe, 1895	105	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Alaudidae	7211	Mirafra	2490574	Mirafra gilletti	2490584
2490897	Zoothera lunulata (Latham, 1802)	2490897	Zoothera lunulata (Latham, 1802)	7148	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Turdidae	5290	Zoothera	2490889	Zoothera lunulata	2490897
2491289	Haplospiza unicolor Cabanis, 1851	2491289	Haplospiza unicolor Cabanis, 1851	1661	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Haplospiza	2491288	Haplospiza unicolor	2491289
2491526	Emberiza cabanisi (Reichenow, 1875)	2491526	Emberiza cabanisi (Reichenow, 1875)	531	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Emberizidae	9608	Emberiza	2491468	Emberiza cabanisi	2491526
2497332	Megascops watsonii (Cassin, 1849)	2497332	Megascops watsonii (Cassin, 1849)	6774	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Strigidae	9348	Megascops	2497318	Megascops watsonii	2497332
2497870	Scotopelia peli (Bonaparte, 1850)	2497870	Scotopelia peli (Bonaparte, 1850)	615	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Strigidae	9348	Scotopelia	2497868	Scotopelia peli	2497870
2498352	Somateria mollissima (Linnaeus, 1758)	2498352	Somateria mollissima (Linnaeus, 1758)	392825	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Somateria	2498349	Somateria mollissima	2498352
5228869	Piculus flavigula (Boddaert, 1783)	5228869	Piculus flavigula (Boddaert, 1783)	4672	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Piculus	7469263	Piculus flavigula	5228869
5230386	Cotinga amabilis Gould, 1857	5230386	Cotinga amabilis Gould, 1857	1576	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cotingidae	5236	Cotinga	5429264	Cotinga amabilis	5230386
5232027	Priotelus temnurus (Temminck, 1825)	5232027	Priotelus temnurus (Temminck, 1825)	6477	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Trogoniformes	1449	Trogonidae	9356	Priotelus	2496709	Priotelus temnurus	5232027
5232465	Plectropterus gambensis (Linnaeus, 1766)	5232465	Plectropterus gambensis (Linnaeus, 1766)	13305	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Plectropterus	2498289	Plectropterus gambensis	5232465
5788420	Pyrilia pulchra	5788420	Pyrilia pulchra	2199	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Pyrilia	7340174	Pyrilia pulchra	5788420
6100745	Momotus lessonii	6100745	Momotus lessonii	68431	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Coraciiformes	1447	Momotidae	5255	Momotus	2475289	Momotus lessonii	6100745
7340196	Otus lettia (Hodgson, 1836)	5232255	Otus bakkamoena lettia (Hodgson, 1836)	6134	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Strigidae	9348	Otus	2497654	Otus bakkamoena	5232251
7757806	Clanga hastata	7757806	Clanga hastata	3989	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Clanga	4847712	Clanga hastata	7757806
7865305	Turdus torquatus Linnaeus, 1758	7865305	Turdus torquatus Linnaeus, 1758	8568	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Turdidae	5290	Turdus	2490714	Turdus torquatus	7865305
2473678	Afropavo congensis Chapin, 1936	2473678	Afropavo congensis Chapin, 1936	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Phasianidae	9331	Afropavo	2473677	Afropavo congensis	2473678
2475017	Turnix maculosus (Temminck, 1815)	2475017	Turnix maculosus (Temminck, 1815)	705	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Turnicidae	9357	Turnix	2474964	Turnix maculosus	2475017
2479030	Capito squamatus Salvin, 1876	2479030	Capito squamatus Salvin, 1876	1329	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Ramphastidae	9343	Capito	2479028	Capito squamatus	2479030
2479899	Cacatua tenuirostris (Kuhl, 1820)	2479899	Cacatua tenuirostris (Kuhl, 1820)	27132	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Cacatua	2479869	Cacatua tenuirostris	2479899
2480461	Elanoides forficatus (Linnaeus, 1758)	2480461	Elanoides forficatus (Linnaeus, 1758)	128484	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Elanoides	2480460	Elanoides forficatus	2480461
2480724	Dryotriorchis spectabilis (Schlegel, 1863)	2480724	Dryotriorchis spectabilis (Schlegel, 1863)	186	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Dryotriorchis	2480723	Dryotriorchis spectabilis	2480724
2481861	Phalacrocorax aristotelis (Linnaeus, 1761)	2481861	Phalacrocorax aristotelis (Linnaeus, 1761)	39200	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Suliformes	7192775	Phalacrocoracidae	5268	Phalacrocorax	2481854	Phalacrocorax aristotelis	2481861
2481988	Garrodia nereis (Gould, 1841)	2481988	Garrodia nereis (Gould, 1841)	1795	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Procellariiformes	7192755	Hydrobatidae	5249	Garrodia	2481987	Garrodia nereis	2481988
2482099	Burhinus senegalensis (Swainson, 1837)	2482099	Burhinus senegalensis (Swainson, 1837)	2878	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Burhinidae	9697	Burhinus	2482094	Burhinus senegalensis	2482099
2482488	Corvus typicus (Bonaparte, 1853)	2482488	Corvus typicus (Bonaparte, 1853)	158	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Corvidae	5235	Corvus	2482468	Corvus typicus	2482488
2485943	Campylorhamphus falcularius (Vieillot, 1822)	2485943	Campylorhamphus falcularius (Vieillot, 1822)	1357	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Campylorhamphus	2485916	Campylorhamphus falcularius	2485943
2485979	Dendrocincla homochroa (P.L.Sclater, 1860)	2485979	Dendrocincla homochroa (P.L.Sclater, 1860)	6788	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Dendrocincla	2485949	Dendrocincla homochroa	2485979
2486496	Carpodectes nitidus Salvin, 1865	2486496	Carpodectes nitidus Salvin, 1865	2393	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cotingidae	5236	Carpodectes	2486494	Carpodectes nitidus	2486496
2487354	Lichmera incana (Latham, 1790)	2487354	Lichmera incana (Latham, 1790)	901	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Meliphagidae	9319	Lichmera	2487337	Lichmera incana	2487354
2487540	Amytornis purnelli (Mathews, 1914)	2487540	Amytornis purnelli (Mathews, 1914)	601	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Maluridae	5251	Amytornis	2487539	Amytornis purnelli	2487540
2488854	Cissopis leverianus (J.F.Gmelin, 1788)	2488854	Cissopis leverianus (J.F.Gmelin, 1788)	15604	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Cissopis	2488853	Cissopis leverianus	2488854
2489052	Buphagus erythrorhynchus (Stanley, 1814)	2489052	Buphagus erythrorhynchus (Stanley, 1814)	14135	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Buphagidae	6100965	Buphagus	2489051	Buphagus erythrorhynchus	2489052
2491610	Xenospiza baileyi Bangs, 1931	2491610	Xenospiza baileyi Bangs, 1931	580	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Emberizidae	9608	Xenospiza	2491609	Xenospiza baileyi	2491610
2492647	Cichladusa guttata (Heuglin, 1862)	2492647	Cichladusa guttata (Heuglin, 1862)	3866	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Cichladusa	2492644	Cichladusa guttata	2492647
2492795	Cisticola cantans (Heuglin, 1869)	2492795	Cisticola cantans (Heuglin, 1869)	3894	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cisticolidae	9293	Cisticola	2492786	Cisticola cantans	2492795
2493536	Sylvietta leucophrys Sharpe, 1891	2493536	Sylvietta leucophrys Sharpe, 1891	570	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Macrosphenidae	6100868	Sylvietta	2493534	Sylvietta leucophrys	2493536
2495111	Cyanolanius madagascarinus (Linnaeus, 1766)	2495111	Cyanolanius madagascarinus (Linnaeus, 1766)	1228	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Vangidae	5294	Cyanolanius	2495110	Cyanolanius madagascarinus	2495111
2496698	Trogon bairdii Lawrence, 1868	2496698	Trogon bairdii Lawrence, 1868	3611	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Trogoniformes	1449	Trogonidae	9356	Trogon	2496633	Trogon bairdii	2496698
2496785	Aegotheles albertisi P.L.Sclater, 1874	2496785	Aegotheles albertisi P.L.Sclater, 1874	157	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Aegothelidae	7210	Aegotheles	8626876	Aegotheles albertisi	2496785
2496944	Caprimulgus asiaticus Latham, 1790	2496944	Caprimulgus asiaticus Latham, 1790	5419	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Caprimulgiformes	8510645	Caprimulgidae	5225	Caprimulgus	2496826	Caprimulgus asiaticus	2496944
5228632	Chaetura fumosa Salvin, 1870	5228632	Chaetura fumosa Salvin, 1870	4170	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Apodidae	2993	Chaetura	2477150	Chaetura fumosa	5228632
5229196	Leptodon forbesi (Swann, 1922)	5229196	Leptodon forbesi (Swann, 1922)	164	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Leptodon	2480711	Leptodon forbesi	5229196
5230762	Tachycineta albilinea (Lawrence, 1863)	5230762	Tachycineta albilinea (Lawrence, 1863)	57134	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Hirundinidae	5248	Tachycineta	2489178	Tachycineta albilinea	5230762
5788707	Hylopezus auricularis (Gyldenstolpe, 1941)	5788707	Hylopezus auricularis (Gyldenstolpe, 1941)	56	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Grallariidae	6101110	Hylopezus	2490556	Hylopezus auricularis	5788707
5845292	Cossypha albicapillus (Vieillot, 1818)	5845292	Cossypha albicapillus (Vieillot, 1818)	725	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Cossypha	2492580	Cossypha albicapillus	5845292
6087863	Scytalopus opacus Zimmer, 1941	6087863	Scytalopus opacus Zimmer, 1941	1646	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Rhinocryptidae	5281	Scytalopus	2490976	Scytalopus opacus	6087863
6089269	Hedydipna metallica (Lichtenstein, 1823)	6089269	Hedydipna metallica (Lichtenstein, 1823)	890	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Nectariniidae	5259	Hedydipna	7340979	Hedydipna metallica	6089269
7341126	Pheugopedius sclateri (Taczanowski, 1879)	7341126	Pheugopedius sclateri (Taczanowski, 1879)	3037	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Troglodytidae	9355	Pheugopedius	7341112	Pheugopedius sclateri	7341126
7341776	Setophaga graciae (S.F.Baird, 1865)	7341776	Setophaga graciae (S.F.Baird, 1865)	39806	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga graciae	7341776
7891716	Rhipidura albiventris (Sharpe, 1877)	7891716	Rhipidura albiventris (Sharpe, 1877)	213	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Rhipiduridae	5712	Rhipidura	2495006	Rhipidura albiventris	7891716
8030310	Laticilla cinerascens (Walden, 1874)	8030310	Laticilla cinerascens (Walden, 1874)	14	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Pellorneidae	6100896	Laticilla	4844713	Laticilla cinerascens	8030310
2475647	Dacelo gaudichaud Quoy & Gaimard, 1824	2475647	Dacelo gaudichaud Quoy & Gaimard, 1824	1386	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Coraciiformes	1447	Alcedinidae	2984	Dacelo	2475646	Dacelo gaudichaud	2475647
2476599	Phaethornis pretrei (Lesson & Delattre, 1839)	2476599	Phaethornis pretrei (Lesson & Delattre, 1839)	8408	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Phaethornis	2476571	Phaethornis pretrei	2476599
2479027	Lybius dubius (Gmelin, 1788)	2479027	Lybius dubius (Gmelin, 1788)	1376	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Ramphastidae	9343	Lybius	2478991	Lybius dubius	2479027
2480034	Prioniturus discurus (Vieillot, 1822)	2480034	Prioniturus discurus (Vieillot, 1822)	269	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Prioniturus	2480031	Prioniturus discurus	2480034
2480632	Accipiter butleri (Gurney & Jr., 1898)	2480632	Accipiter butleri (Gurney & Jr., 1898)	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Accipiter	9405810	Accipiter butleri	2480632
2481750	Calidris subminuta (Middendorff, 1853)	2481750	Calidris subminuta (Middendorff, 1853)	9893	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Calidris	2481739	Calidris subminuta	2481750
2483557	Myiarchus antillarum (H.Bryant, 1866)	2483557	Myiarchus antillarum (H.Bryant, 1866)	10273	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Myiarchus	2483527	Myiarchus antillarum	2483557
2483855	Tyrannulus elatus (Latham, 1790)	2483855	Tyrannulus elatus (Latham, 1790)	23297	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Tyrannulus	2483854	Tyrannulus elatus	2483855
2485140	Leptasthenura setaria (Temminck, 1824)	2485140	Leptasthenura setaria (Temminck, 1824)	2551	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Leptasthenura	2485138	Leptasthenura setaria	2485140
2488314	Chlorophonia occipitalis (Du Bus de Gisignies, 1847)	2488314	Chlorophonia occipitalis (Du Bus de Gisignies, 1847)	4875	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Chlorophonia	2488311	Chlorophonia occipitalis	2488314
2488684	Thlypopsis fulviceps Cabanis, 1851	2488684	Thlypopsis fulviceps Cabanis, 1851	1214	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Thlypopsis	2488683	Thlypopsis fulviceps	2488684
2490068	Pyriglena leucoptera (Vieillot, 1818)	2490068	Pyriglena leucoptera (Vieillot, 1818)	8971	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thamnophilidae	5286	Pyriglena	2490065	Pyriglena leucoptera	2490068
2490303	Motacilla tschutschensis Gmelin, 1789	2490303	Motacilla tschutschensis Gmelin, 1789	30131	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Motacillidae	5257	Motacilla	2490295	Motacilla tschutschensis	2490303
2491530	Emberiza chrysophrys Pallas, 1776	2491530	Emberiza chrysophrys Pallas, 1776	1120	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Emberizidae	9608	Emberiza	2491468	Emberiza chrysophrys	2491530
2492697	Myrmecocichla formicivora (Wilkes, 1817)	2492697	Myrmecocichla formicivora (Wilkes, 1817)	3677	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Myrmecocichla	2492691	Myrmecocichla formicivora	2492697
2495580	Ptilinopus aurantiifrons G.R.Gray, 1858	2495580	Ptilinopus aurantiifrons G.R.Gray, 1858	471	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Ptilinopus	2495499	Ptilinopus aurantiifrons	2495580
2496465	Clamator levaillantii (Swainson, 1829)	2496465	Clamator levaillantii (Swainson, 1829)	2744	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Cuculiformes	1492	Cuculidae	9309	Clamator	2496463	Clamator levaillantii	2496465
2497649	Xenoglaux loweryi O'Neill & G.R.Graves, 1977	2497649	Xenoglaux loweryi O'Neill & G.R.Graves, 1977	272	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Strigidae	9348	Xenoglaux	2497648	Xenoglaux loweryi	2497649
5228813	Dinopium shorii (Vigors, 1832)	5228813	Dinopium shorii (Vigors, 1832)	1645	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Dinopium	5228802	Dinopium shorii	5228813
5843959	Puffinus bryani Pyle, Welch & Fleischer, 2011	5843959	Puffinus bryani Pyle, Welch & Fleischer, 2011	6	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Procellariiformes	7192755	Procellariidae	9339	Puffinus	5229335	Puffinus bryani	5843959
7824398	Erythropitta macklotii	7824398	Erythropitta macklotii	513	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Pittidae	9334	Erythropitta	4844013	Erythropitta macklotii	7824398
7934047	Psilopogon lineatus	7934047	Psilopogon lineatus	17148	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Ramphastidae	9343	Psilopogon	2478743	Psilopogon lineatus	7934047
8243431	Automolus subulatus	8243431	Automolus subulatus	3168	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Automolus	2485730	Automolus subulatus	8243431
8351644	Horornis diphone (Kittlitz, 1830)	8351644	Horornis diphone (Kittlitz, 1830)	10322	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cettiidae	6100900	Horornis	4843955	Horornis diphone	8351644
2473650	Arborophila cambodiana Delacour & Jabouille, 1928	2473650	Arborophila cambodiana Delacour & Jabouille, 1928	82	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Phasianidae	9331	Arborophila	2473604	Arborophila cambodiana	2473650
2475192	Nystalus chacuru (Vieillot, 1816)	2475192	Nystalus chacuru (Vieillot, 1816)	3809	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Bucconidae	5703	Nystalus	2475191	Nystalus chacuru	2475192
2476130	Campylopterus excellens (Wetmore, 1941)	2476130	Campylopterus excellens (Wetmore, 1941)	1265	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Campylopterus	2476112	Campylopterus excellens	2476130
2476311	Aglaeactis pamela (Orbigny, 1838)	2476311	Aglaeactis pamela (Orbigny, 1838)	161	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Aglaeactis	2476303	Aglaeactis pamela	2476311
2480297	Charadrius leschenaultii Lesson, 1826	2480297	Charadrius leschenaultii Lesson, 1826	27390	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Charadriidae	2480210	Charadrius	2480277	Charadrius leschenaultii	2480297
2480662	Circaetus pectoralis A.Smith, 1829	2480662	Circaetus pectoralis A.Smith, 1829	5914	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Circaetus	2480661	Circaetus pectoralis	2480662
2481840	Hydrophasianus chirurgus (Scopoli, 1786)	2481840	Hydrophasianus chirurgus (Scopoli, 1786)	24085	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Jacanidae	9314	Hydrophasianus	2481839	Hydrophasianus chirurgus	2481840
2482472	Corvus jamaicensis Gmelin, 1788	2482472	Corvus jamaicensis Gmelin, 1788	1702	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Corvidae	5235	Corvus	2482468	Corvus jamaicensis	2482472
2482645	Pseudocolopteryx sclateri (Oustalet, 1892)	2482645	Pseudocolopteryx sclateri (Oustalet, 1892)	873	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Pseudocolopteryx	2482644	Pseudocolopteryx sclateri	2482645
2482946	Myiopagis olallai Coopmans & Krabbe, 2000	2482946	Myiopagis olallai Coopmans & Krabbe, 2000	306	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Myiopagis	2482944	Myiopagis olallai	2482946
2484990	Synallaxis cherriei Gyldenstolpe, 1930	2484990	Synallaxis cherriei Gyldenstolpe, 1930	262	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Synallaxis	2484925	Synallaxis cherriei	2484990
2485325	Cranioleuca pallida (Wied-Neuwied, 1831)	2485325	Cranioleuca pallida (Wied-Neuwied, 1831)	5658	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Cranioleuca	2485286	Cranioleuca pallida	2485325
2486669	Trochocercus nitens Cassin, 1859	2486669	Trochocercus nitens Cassin, 1859	565	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Monarchidae	5256	Trochocercus	2486668	Trochocercus nitens	2486669
