taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey
8773033	Dendrocoptes medius	8773033	Dendrocoptes medius	7245	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Dendrocoptes	4850317	Dendrocoptes medius	8773033
9409796	Corvus corone Linnaeus, 1758	9409796	Corvus corone Linnaeus, 1758	332979	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Corvidae	5235	Corvus	2482468	Corvus corone	9409796
10497125	Phylloscopus intermedius	10497125	Phylloscopus intermedius	984	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Phylloscopidae	6100963	Phylloscopus	2493047	Phylloscopus intermedius	10497125
2477968	Dendrocopos major (Linnaeus, 1758)	2477968	Dendrocopos major (Linnaeus, 1758)	154453	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Dendrocopos	2477899	Dendrocopos major	2477968
2479501	Polytelis swainsonii (Desmarest, 1826)	2479501	Polytelis swainsonii (Desmarest, 1826)	4414	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Polytelis	2479496	Polytelis swainsonii	2479501
2479837	Pyrrhura rhodocephala (P.L.Sclater & Salvin, 1871)	2479837	Pyrrhura rhodocephala (P.L.Sclater & Salvin, 1871)	437	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Pyrrhura	2479799	Pyrrhura rhodocephala	2479837
2480189	Fregata magnificens Mathews, 1914	2480189	Fregata magnificens Mathews, 1914	234293	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Suliformes	7192775	Fregatidae	5241	Fregata	2480184	Fregata magnificens	2480189
2481044	Falco hypoleucos Gould, 1841	2481044	Falco hypoleucos Gould, 1841	677	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Falconiformes	7191407	Falconidae	5240	Falco	2480996	Falco hypoleucos	2481044
2481196	Larus glaucescens J.F.Naumann, 1840	2481196	Larus glaucescens J.F.Naumann, 1840	573715	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Larus	2481126	Larus glaucescens	2481196
2482144	Megapodius forstenii G.R.Gray, 1847	2482144	Megapodius forstenii G.R.Gray, 1847	39	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Megapodiidae	9318	Megapodius	2482114	Megapodius forstenii	2482144
2482470	Corvus enca (Horsfield, 1821)	2482470	Corvus enca (Horsfield, 1821)	5882	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Corvidae	5235	Corvus	2482468	Corvus enca	2482470
2482732	Xolmis rubetra (Burmeister, 1860)	2482732	Xolmis rubetra (Burmeister, 1860)	499	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Xolmis	2482731	Xolmis rubetra	2482732
2484713	Dicaeum tristrami Sharpe, 1884	2484713	Dicaeum tristrami Sharpe, 1884	107	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Dicaeidae	4287160	Dicaeum	2484686	Dicaeum tristrami	2484713
2488545	Tersina viridis (Illiger, 1811)	2488545	Tersina viridis (Illiger, 1811)	24321	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Tersina	2488544	Tersina viridis	2488545
2488965	Oriolus forsteni (Bonaparte, 1850)	2488965	Oriolus forsteni (Bonaparte, 1850)	67	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Oriolidae	5708	Oriolus	2488947	Oriolus forsteni	2488965
2489398	Zosterops vellalavella Hartert, 1908	2489398	Zosterops vellalavella Hartert, 1908	11	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Zosteropidae	9359	Zosterops	2489340	Zosterops vellalavella	2489398
2490972	Scelorchilus albicollis (Kittlitz, 1830)	2490972	Scelorchilus albicollis (Kittlitz, 1830)	3224	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Rhinocryptidae	5281	Scelorchilus	2490971	Scelorchilus albicollis	2490972
2492082	Paroaria gularis (Linnaeus, 1766)	2492082	Paroaria gularis (Linnaeus, 1766)	12052	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Paroaria	2492080	Paroaria gularis	2492082
2492430	Cyornis banyumas (Horsfield, 1821)	2492430	Cyornis banyumas (Horsfield, 1821)	3354	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Cyornis	2492423	Cyornis banyumas	2492430
2492434	Cyornis rubeculoides (Vigors, 1831)	2492434	Cyornis rubeculoides (Vigors, 1831)	3951	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Cyornis	2492423	Cyornis rubeculoides	2492434
2492700	Irania gutturalis (Guerin-Meneville, 1843)	2492700	Irania gutturalis (Guerin-Meneville, 1843)	2512	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Irania	2492699	Irania gutturalis	2492700
2492738	Euryptila subcinnamomea (A.Smith, 1847)	2492738	Euryptila subcinnamomea (A.Smith, 1847)	233	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cisticolidae	9293	Euryptila	2492737	Euryptila subcinnamomea	2492738
2493304	Turdoides melanops (Hartlaub, 1867)	2493304	Turdoides melanops (Hartlaub, 1867)	204	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Leiothrichidae	6101112	Turdoides	2493296	Turdoides melanops	2493304
2493895	Donacobius atricapilla (Linnaeus, 1766)	2493895	Donacobius atricapilla (Linnaeus, 1766)	17070	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Donacobiidae	6100869	Donacobius	2493894	Donacobius atricapilla	2493895
2494069	Ploceus albinucha (Bocage, 1876)	2494069	Ploceus albinucha (Bocage, 1876)	335	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Ploceidae	9336	Ploceus	2494008	Ploceus albinucha	2494069
2494843	Amblyornis subalaris Sharpe, 1884	2494843	Amblyornis subalaris Sharpe, 1884	12	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Ptilonorhynchidae	5276	Amblyornis	2494831	Amblyornis subalaris	2494843
2495658	Streptopelia reichenowi (Erlanger, 1901)	2495658	Streptopelia reichenowi (Erlanger, 1901)	66	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Streptopelia	2495657	Streptopelia reichenowi	2495658
4408796	Ptyonoprogne rupestris (Scopoli, 1769)	4408796	Ptyonoprogne rupestris (Scopoli, 1769)	52233	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Hirundinidae	5248	Ptyonoprogne	7340277	Ptyonoprogne rupestris	4408796
5231225	Phoenicurus hodgsoni (Moore, 1854)	2492480	Muscicapella hodgsoni (Moore, 1854)	2207	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Muscicapella	2492479	Muscicapella hodgsoni	2492480
5231271	Ficedula buruensis (Hartert, 1899)	5231271	Ficedula buruensis (Hartert, 1899)	45	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Ficedula	2492596	Ficedula buruensis	5231271
5231756	Rhipidura dedemi Oort, 1911	5231756	Rhipidura dedemi Oort, 1911	78	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Rhipiduridae	5712	Rhipidura	2495006	Rhipidura dedemi	5231756
5739355	Iduna opaca (Cabanis, 1850)	5739355	Iduna opaca (Cabanis, 1850)	2737	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Acrocephalidae	6101019	Iduna	3241698	Iduna opaca	5739355
7340657	Calamonastes undosus (Reichenow, 1882)	7340657	Calamonastes undosus (Reichenow, 1882)	883	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cisticolidae	9293	Calamonastes	2492739	Calamonastes undosus	7340657
7342317	Ceyx argentatus Tweeddale, 1877	2475544	Alcedo argentata (Tweeddale, 1877)	227	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Coraciiformes	1447	Alcedinidae	2984	Alcedo	2475493	Alcedo argentata	2475544
7405711	Motacilla aguimp Temminck, 1820	7405711	Motacilla aguimp Temminck, 1820	23827	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Motacillidae	5257	Motacilla	2490295	Motacilla aguimp	7405711
7660710	Luscinia megarhynchos C.L.Brehm, 1831	7660710	Luscinia megarhynchos C.L.Brehm, 1831	72820	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Luscinia	5429330	Luscinia megarhynchos	7660710
8035383	Clibanornis erythrocephalus	8035383	Clibanornis erythrocephalus	578	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Clibanornis	2485779	Clibanornis erythrocephalus	8035383
9263720	Zapornia bicolor	9263720	Zapornia bicolor	550	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Zapornia	9768610	Zapornia bicolor	9263720
9582141	Horornis fortipes Hodgson, 1845	9582141	Horornis fortipes Hodgson, 1845	8805	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cettiidae	6100900	Horornis	4843955	Horornis fortipes	9582141
2476323	Eupherusa eximia (Delattre, 1843)	2476323	Eupherusa eximia (Delattre, 1843)	12447	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Eupherusa	2476321	Eupherusa eximia	2476323
2476328	Eupherusa cyanophrys J.S.Rowley & Orr, 1964	2476328	Eupherusa cyanophrys J.S.Rowley & Orr, 1964	449	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Eupherusa	2476321	Eupherusa cyanophrys	2476328
2478838	Pteroglossus torquatus (Gmelin, 1788)	2478838	Pteroglossus torquatus (Gmelin, 1788)	65520	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Ramphastidae	9343	Pteroglossus	2478813	Pteroglossus torquatus	2478838
2479902	Pionus menstruus (Linnaeus, 1766)	2479902	Pionus menstruus (Linnaeus, 1766)	55065	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Pionus	2479900	Pionus menstruus	2479902
2480100	Ognorhynchus icterotis (Massena & Souance, 1854)	2480100	Ognorhynchus icterotis (Massena & Souance, 1854)	1059	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Psittaciformes	1445	Psittacidae	9340	Ognorhynchus	2480099	Ognorhynchus icterotis	2480100
2480618	Accipiter imitator Hartert, 1926	2480618	Accipiter imitator Hartert, 1926	7	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Accipiter	9405810	Accipiter imitator	2480618
2480694	Megatriorchis doriae Salvadori & Albertis, 1875	2480694	Megatriorchis doriae Salvadori & Albertis, 1875	37	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Megatriorchis	2480693	Megatriorchis doriae	2480694
2482635	Chaetops aurantius E.L.Layard, 1867	2482635	Chaetops aurantius E.L.Layard, 1867	437	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Chaetopidae	6100948	Chaetops	2482633	Chaetops aurantius	2482635
2483950	Zimmerius gracilipes (P.L.Sclater & Salvin, 1868)	2483950	Zimmerius gracilipes (P.L.Sclater & Salvin, 1868)	3419	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Tyrannidae	5291	Zimmerius	2483931	Zimmerius gracilipes	2483950
2484705	Dicaeum nehrkorni W.Blasius, 1886	2484705	Dicaeum nehrkorni W.Blasius, 1886	223	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Dicaeidae	4287160	Dicaeum	2484686	Dicaeum nehrkorni	2484705
2485789	Dendrocolaptes certhia (Boddaert, 1783)	2485789	Dendrocolaptes certhia (Boddaert, 1783)	3640	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Dendrocolaptes	2485784	Dendrocolaptes certhia	2485789
2486476	Tityra inquisitor (Lichtenstein, 1823)	2486476	Tityra inquisitor (Lichtenstein, 1823)	22543	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cotingidae	5236	Tityra	2486465	Tityra inquisitor	2486476
2489004	Acridotheres ginginianus (Latham, 1790)	2489004	Acridotheres ginginianus (Latham, 1790)	15616	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Sturnidae	9350	Acridotheres	2489003	Acridotheres ginginianus	2489004
2489603	Helmitheros vermivorum (J.F.Gmelin, 1789)	2489603	Helmitheros vermivorum (J.F.Gmelin, 1789)	143632	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Helmitheros	2489602	Helmitheros vermivorum	2489603
2490789	Turdus dissimilis Blyth, 1847	2490789	Turdus dissimilis Blyth, 1847	1149	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Turdidae	5290	Turdus	2490714	Turdus dissimilis	2490789
2491020	Pteroptochos megapodius Kittlitz, 1830	2491020	Pteroptochos megapodius Kittlitz, 1830	8304	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Rhinocryptidae	5281	Pteroptochos	2491018	Pteroptochos megapodius	2491020
2491278	Pipilo ocai (Lawrence, 1865)	2491278	Pipilo ocai (Lawrence, 1865)	1891	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Emberizidae	9608	Pipilo	2491204	Pipilo ocai	2491278
2494872	Semioptera wallacii G.R.Gray, 1859	2494872	Semioptera wallacii G.R.Gray, 1859	270	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Paradisaeidae	5711	Semioptera	2494871	Semioptera wallacii	2494872
2494934	Melanoptila glabrirostris P.L.Sclater, 1858	2494934	Melanoptila glabrirostris P.L.Sclater, 1858	8225	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Mimidae	9321	Melanoptila	2494933	Melanoptila glabrirostris	2494934
2496161	Macropygia ruficeps (Temminck, 1835)	2496161	Macropygia ruficeps (Temminck, 1835)	4182	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Macropygia	2496136	Macropygia ruficeps	2496161
4850275	Rubigula Blyth, 1845	4850275	Rubigula Blyth, 1845	38106	GENUS	DOUBTFUL	Animalia	1	Chordata	44	Aves	212					Rubigula	4850275		
5228530	Eriocnemis nigrivestis (Bourcier & Mulsant, 1852)	5228530	Eriocnemis nigrivestis (Bourcier & Mulsant, 1852)	81	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Eriocnemis	2476643	Eriocnemis nigrivestis	5228530
5228539	Eriocnemis glaucopoides (Orbigny & Lafresnaye, 1838)	5228539	Eriocnemis glaucopoides (Orbigny & Lafresnaye, 1838)	319	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Eriocnemis	2476643	Eriocnemis glaucopoides	5228539
5228885	Piculus callopterus (Lawrence, 1862)	5228885	Piculus callopterus (Lawrence, 1862)	647	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Piculus	7469263	Piculus callopterus	5228885
5230518	Lepidothrix vilasboasi (Sick, 1959)	5230518	Lepidothrix vilasboasi (Sick, 1959)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Pipridae	5270	Lepidothrix	7237126	Lepidothrix vilasboasi	5230518
5231179	Batis fratrum (Shelley, 1900)	5231179	Batis fratrum (Shelley, 1900)	562	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Platysteiridae	9335	Batis	2492286	Batis fratrum	5231179
5231347	Bradypterus lopezi (Alexander, 1903)	5231347	Bradypterus lopezi (Alexander, 1903)	540	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Locustellidae	6100825	Bradypterus	3242162	Bradypterus lopezi	5231347
5788690	Incana incana (P.L.Sclater & Hartlaub, 1881)	5788690	Incana incana (P.L.Sclater & Hartlaub, 1881)	6	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cisticolidae	9293	Incana	7340288	Incana incana	5788690
7341507	Lamprotornis purpuroptera Rüppell, 1845	7341507	Lamprotornis purpuroptera Rüppell, 1845	8842	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Sturnidae	9350	Lamprotornis	2489069	Lamprotornis purpuroptera	7341507
7516718	Anthocephala berlepschi	7516718	Anthocephala berlepschi	278	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Trochilidae	5289	Anthocephala	2476267	Anthocephala berlepschi	7516718
7780850	Spermestes cucullata (Swainson, 1837)	2493624	Lonchura cucullata (Swainson, 1837)	22550	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Estrildidae	5709	Lonchura	2493593	Lonchura cucullata	2493624
7997843	Pachysylvia hypoxantha	7997843	Pachysylvia hypoxantha	4489	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Vireonidae	9358	Pachysylvia	4845218	Pachysylvia hypoxantha	7997843
9680445	Dendrocolaptes picumnus Lichtenstein, 1820	9680445	Dendrocolaptes picumnus Lichtenstein, 1820	4118	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Furnariidae	5243	Dendrocolaptes	2485784	Dendrocolaptes picumnus	9680445
2475482	Chloroceryle amazona (Latham, 1790)	2475482	Chloroceryle amazona (Latham, 1790)	58174	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Coraciiformes	1447	Alcedinidae	2984	Chloroceryle	2475481	Chloroceryle amazona	2475482
2480187	Fregata minor (Gmelin, 1789)	2480187	Fregata minor (Gmelin, 1789)	16078	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Suliformes	7192775	Fregatidae	5241	Fregata	2480184	Fregata minor	2480187
2480975	Sula leucogaster (Boddaert, 1783)	2480975	Sula leucogaster (Boddaert, 1783)	61841	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Suliformes	7192775	Sulidae	9351	Sula	2480966	Sula leucogaster	2480975
2484810	Malaconotus alius Friedmann, 1927	2484810	Malaconotus alius Friedmann, 1927	7	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Malaconotidae	5250	Malaconotus	2484808	Malaconotus alius	2484810
2486640	Myiagra oceanica Pucheran, 1853	2486640	Myiagra oceanica Pucheran, 1853	25	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Monarchidae	5256	Myiagra	2486633	Myiagra oceanica	2486640
2487985	Euphonia affinis (Lesson, 1842)	2487985	Euphonia affinis (Lesson, 1842)	37396	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Euphonia	2487948	Euphonia affinis	2487985
2488633	Thraupis glaucocolpa Cabanis, 1850	2488633	Thraupis glaucocolpa Cabanis, 1850	2883	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Thraupis	2488600	Thraupis glaucocolpa	2488633
2489459	Pitta elegans Temminck, 1836	2489459	Pitta elegans Temminck, 1836	537	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Pittidae	9334	Pitta	2489451	Pitta elegans	2489459
2489615	Xenoligea montana (Chapman, 1917)	2489615	Xenoligea montana (Chapman, 1917)	377	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Xenoligea	2489614	Xenoligea montana	2489615
2490211	Rhegmatorhina gymnops Ridgway, 1888	2490211	Rhegmatorhina gymnops Ridgway, 1888	400	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thamnophilidae	5286	Rhegmatorhina	2490209	Rhegmatorhina gymnops	2490211
2490523	Grallaria ruficapilla Lafresnaye, 1842	2490523	Grallaria ruficapilla Lafresnaye, 1842	18893	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Grallariidae	6101110	Grallaria	2490516	Grallaria ruficapilla	2490523
2492629	Enicurus leschenaulti (Vieillot, 1818)	2492629	Enicurus leschenaulti (Vieillot, 1818)	3972	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Enicurus	2492625	Enicurus leschenaulti	2492629
2492634	Culicicapa ceylonensis (Swainson, 1820)	2492634	Culicicapa ceylonensis (Swainson, 1820)	30047	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Stenostiridae	5845175	Culicicapa	2492633	Culicicapa ceylonensis	2492634
2493223	Urosphena squameiceps (Swinhoe, 1863)	2493223	Urosphena squameiceps (Swinhoe, 1863)	2734	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cettiidae	6100900	Urosphena	2493221	Urosphena squameiceps	2493223
2494476	Carpodacus rodochroa (Vigors, 1831)	2494476	Carpodacus rodochroa (Vigors, 1831)	1550	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Carpodacus	2494445	Carpodacus rodochroa	2494476
2496673	Trogon personatus Gould, 1842	2496673	Trogon personatus Gould, 1842	15293	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Trogoniformes	1449	Trogonidae	9356	Trogon	2496633	Trogon personatus	2496673
5228417	Pelargopsis capensis (Linnaeus, 1766)	5228417	Pelargopsis capensis (Linnaeus, 1766)	30809	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Coraciiformes	1447	Alcedinidae	2984	Pelargopsis	2475862	Pelargopsis capensis	5228417
5229158	Pelecanus occidentalis Linnaeus, 1766	5229158	Pelecanus occidentalis Linnaeus, 1766	1002496	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Pelecanidae	9329	Pelecanus	10650925	Pelecanus occidentalis	5229158
5230641	Chlorophanes spiza (Linnaeus, 1758)	5230641	Chlorophanes spiza (Linnaeus, 1758)	62629	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Thraupidae	9352	Chlorophanes	2488785	Chlorophanes spiza	5230641
5231693	Toxostoma crissale Henry, 1858	5231693	Toxostoma crissale Henry, 1858	39676	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Mimidae	9321	Toxostoma	2494943	Toxostoma crissale	5231693
5788674	Oreolais ruwenzorii (Jackson, 1904)	5788674	Oreolais ruwenzorii (Jackson, 1904)	465	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cisticolidae	9293	Oreolais	5788673	Oreolais ruwenzorii	5788674
5789009	Turdoides tenebrosa (Hartlaub, 1883)	5789009	Turdoides tenebrosa (Hartlaub, 1883)	20	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Leiothrichidae	6101112	Turdoides	2493296	Turdoides tenebrosa	5789009
5789071	Melanopareia maranonica Chapman, 1924	5789071	Melanopareia maranonica Chapman, 1924	368	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Melanopareiidae	6100784	Melanopareia	2491014	Melanopareia maranonica	5789071
6087853	Cinnyris tsavoensis Someren, 1922	6087853	Cinnyris tsavoensis Someren, 1922	113	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Nectariniidae	5259	Cinnyris	6087249	Cinnyris tsavoensis	6087853
6100827	Elaphrornis palliseri (Blyth, 1851)	6100827	Elaphrornis palliseri (Blyth, 1851)	270	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Locustellidae	6100825	Elaphrornis	4846162	Elaphrornis palliseri	6100827
6100944	Spodiopsar cineraceus (Temminck, 1835)	6100944	Spodiopsar cineraceus (Temminck, 1835)	13282	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Sturnidae	9350	Spodiopsar	8260774	Spodiopsar cineraceus	6100944
6101119	Trochalopteron affine (Blyth, 1843)	6101119	Trochalopteron affine (Blyth, 1843)	1890	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Leiothrichidae	6101112	Trochalopteron	4843643	Trochalopteron affine	6101119
7340241	Turdus abyssinicus Gmelin, 1789	7340241	Turdus abyssinicus Gmelin, 1789	5472	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Turdidae	5290	Turdus	2490714	Turdus abyssinicus	7340241
7340348	Eurillas virens (Cassin, 1857)	7340348	Eurillas virens (Cassin, 1857)	4512	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Pycnonotidae	5277	Eurillas	7340347	Eurillas virens	7340348
7634625	Emberiza calandra Linnaeus, 1758	7634625	Emberiza calandra Linnaeus, 1758	114800	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Emberizidae	9608	Emberiza	2491468	Emberiza calandra	7634625
7792881	Hydropsalis maculicaudus (Lawrence, 1862)	2496948	Caprimulgus maculicaudus (Lawrence, 1862)	1944	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Caprimulgiformes	8510645	Caprimulgidae	5225	Caprimulgus	2496826	Caprimulgus maculicaudus	2496948
9506894	Zapornia olivieri	9506894	Zapornia olivieri	16	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Zapornia	9768610	Zapornia olivieri	9506894
9566476	Emberiza buchanani Blyth, 1845	9566476	Emberiza buchanani Blyth, 1845	2051	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Emberizidae	9608	Emberiza	2491468	Emberiza buchanani	9566476
